element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
393,62,3,0,FALSE,2019-09-28T14:00:00Z,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-845,11930,138,983
393,80,7,0,TRUE,2019-10-05T16:30:00Z,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-708,11299,119,827
5,10,13,8,FALSE,2019-08-11T13:00:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,2,28,20.2,0.4,0.0,2.1,50,0,79581,0,0
5,11,5,2,TRUE,2019-08-17T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,20,24.0,11.4,2.0,3.7,50,10172,120270,19403,9231
5,24,10,1,FALSE,2019-08-24T16:30:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,16,33.4,0.3,0.0,3.4,50,-6542,121345,10002,16544
5,31,17,0,TRUE,2019-09-01T15:30:00Z,2,2,4,90,0,0,0,2,0,0,0,1,0,0,0,9,8.0,0.2,0.0,0.8,50,-3108,124969,9514,12622
5,49,18,1,FALSE,2019-09-15T15:30:00Z,2,2,5,90,0,0,0,2,0,0,0,0,0,0,0,10,13.8,0.2,0.0,1.4,50,4377,135300,17808,13431
5,51,2,1,TRUE,2019-09-22T15:30:00Z,3,2,6,90,0,0,0,2,0,0,0,0,0,0,0,12,18.6,10.5,8.0,3.7,50,-3067,133852,6209,9276
5,67,12,2,FALSE,2019-09-30T19:00:00Z,1,1,7,90,0,0,0,1,0,0,0,0,0,0,0,7,14.6,0.3,0.0,1.5,50,-10276,124166,2893,13169
5,71,3,6,TRUE,2019-10-06T13:00:00Z,1,0,8,90,0,0,1,0,0,0,0,0,0,0,0,24,17.6,0.7,0.0,1.8,50,-728,125237,5475,6203
69,2,15,1,TRUE,2019-08-10T14:00:00Z,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,55,0,31837,0,0
69,12,2,1,FALSE,2019-08-17T14:00:00Z,1,2,2,14,0,0,0,0,0,0,0,0,0,0,0,7,2.8,10.5,2.0,1.5,55,-3131,33763,3002,6133
69,22,11,1,TRUE,2019-08-25T13:00:00Z,1,3,3,21,0,0,0,0,0,0,0,0,0,0,0,-1,4.2,0.3,54.0,5.9,55,-3846,31326,2758,6604
69,36,9,1,FALSE,2019-08-31T14:00:00Z,3,1,4,26,0,0,0,1,0,0,0,0,0,0,0,2,4.8,2.1,9.0,1.6,54,-2816,29690,2480,5296
69,42,8,2,TRUE,2019-09-15T13:00:00Z,3,1,5,90,0,0,0,1,0,0,0,0,0,0,0,4,3.0,11.8,22.0,3.7,54,-1942,28548,2043,3985
69,59,16,2,FALSE,2019-09-20T19:00:00Z,1,3,6,76,0,0,0,1,0,0,0,0,0,0,0,0,2.4,12.4,4.0,1.9,54,-310,28714,2321,2631
69,62,19,2,TRUE,2019-09-28T14:00:00Z,2,2,7,90,0,0,0,2,0,0,0,0,0,0,0,2,2.8,2.4,26.0,3.1,54,582,29926,3333,2751
69,71,1,2,FALSE,2019-10-06T13:00:00Z,1,0,8,62,0,0,0,1,0,0,0,0,0,0,0,-1,3.4,11.9,8.0,2.3,54,77,30326,2350,2273
342,6,2,0,TRUE,2019-08-10T16:30:00Z,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,95,0,60979,0,0
342,16,11,0,FALSE,2019-08-17T16:30:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,95,-10933,57236,2404,13337
342,28,13,2,TRUE,2019-08-25T15:30:00Z,0,1,3,90,0,0,0,1,0,0,0,0,0,0,0,9,13.4,35.2,75.0,12.4,95,62538,137515,85000,22462
342,31,1,5,FALSE,2019-09-01T15:30:00Z,2,2,4,78,0,1,0,2,0,0,0,0,0,0,0,15,17.6,24.7,38.0,8.0,95,6860,151579,38056,31196
342,48,7,16,TRUE,2019-09-14T14:00:00Z,4,0,5,90,2,0,1,0,0,0,0,0,0,0,3,48,74.2,15.4,64.0,15.4,95,25583,191194,54487,28904
342,56,9,5,FALSE,2019-09-21T11:30:00Z,2,1,6,90,0,1,0,2,0,0,0,0,0,0,0,15,19.2,36.2,20.0,7.5,96,254474,474915,271708,17234
342,69,16,5,TRUE,2019-09-28T14:00:00Z,2,1,7,63,0,1,0,1,0,0,0,0,0,0,0,12,30.6,34.8,37.0,10.2,97,186319,674811,220264,33945
342,72,4,2,FALSE,2019-10-05T11:30:00Z,3,0,8,72,0,0,0,3,0,0,0,0,0,0,0,12,8.8,2.4,8.0,1.9,98,188152,873496,231286,43134
279,1,10,0,FALSE,2019-08-09T19:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,4400,0,0
279,17,13,0,TRUE,2019-08-17T14:00:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-848,3920,283,1131
279,26,6,1,TRUE,2019-08-24T11:30:00Z,2,3,3,9,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.1,0.0,0.2,54,-328,3949,895,1223
279,40,19,0,FALSE,2019-08-31T14:00:00Z,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-316,3909,682,998
279,46,11,1,TRUE,2019-09-14T16:30:00Z,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,7,4.0,0.0,0.0,0.4,53,-457,3566,276,733
279,52,5,0,FALSE,2019-09-21T14:00:00Z,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,29,3728,478,449
279,64,7,0,FALSE,2019-09-28T14:00:00Z,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-98,3712,376,474
279,77,2,1,TRUE,2019-10-05T14:00:00Z,1,5,8,10,0,0,0,1,0,0,0,0,0,0,0,3,1.0,0.1,0.0,0.1,53,-169,3585,156,325
446,2,15,0,TRUE,2019-08-10T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,8835,0,0
446,12,2,0,FALSE,2019-08-17T14:00:00Z,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1508,8295,101,1609
446,22,11,0,TRUE,2019-08-25T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1184,7388,193,1377
446,36,9,0,FALSE,2019-08-31T14:00:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-693,6949,127,820
446,42,8,2,TRUE,2019-09-15T13:00:00Z,3,1,5,90,0,0,0,1,0,0,0,0,0,0,0,15,14.6,1.4,0.0,1.6,44,-512,6684,191,703
446,59,16,1,FALSE,2019-09-20T19:00:00Z,1,3,6,90,0,0,0,1,0,0,0,1,0,0,0,6,15.8,0.8,0.0,1.7,44,220,7053,486,266
446,62,19,1,TRUE,2019-09-28T14:00:00Z,2,2,7,88,0,0,0,2,0,0,0,0,0,0,0,16,19.2,11.5,2.0,3.3,44,50,7243,418,368
446,71,1,1,FALSE,2019-10-06T13:00:00Z,1,0,8,78,0,0,0,1,0,0,0,1,0,0,0,3,16.2,1.0,17.0,3.4,44,-116,7206,168,284
77,2,15,0,TRUE,2019-08-10T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,345,0,0
77,12,2,0,FALSE,2019-08-17T14:00:00Z,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-54,338,21,75
77,22,11,0,TRUE,2019-08-25T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-39,307,24,63
77,36,9,0,FALSE,2019-08-31T14:00:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-28,290,22,50
77,42,8,0,TRUE,2019-09-15T13:00:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-26,270,22,48
77,59,16,0,FALSE,2019-09-20T19:00:00Z,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-2,273,10,12
77,62,19,0,TRUE,2019-09-28T14:00:00Z,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-3,275,19,22
77,71,1,0,FALSE,2019-10-06T13:00:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-5,271,5,10
296,2,3,0,FALSE,2019-08-10T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,148105,0,0
296,18,7,0,TRUE,2019-08-18T13:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-6118,158998,5112,11230
296,27,9,0,TRUE,2019-08-24T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-7897,157226,7036,14933
296,33,6,0,FALSE,2019-08-31T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,146,164966,11214,11068
296,47,16,0,TRUE,2019-09-14T14:00:00Z,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,6465,178860,17519,11054
296,55,8,0,FALSE,2019-09-21T14:00:00Z,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2468,183202,8948,6480
296,68,10,0,TRUE,2019-09-28T11:30:00Z,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-400,185342,8414,8814
296,79,18,0,FALSE,2019-10-05T14:00:00Z,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2252,183671,4123,6375
429,6,17,0,FALSE,2019-08-10T16:30:00Z,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,8824,0,0
429,12,3,0,TRUE,2019-08-17T14:00:00Z,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-876,9258,154,1030
429,21,8,0,TRUE,2019-08-23T19:00:00Z,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-625,9004,98,723
429,34,7,0,FALSE,2019-08-31T14:00:00Z,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-530,8816,103,633
429,41,19,0,TRUE,2019-09-16T19:00:00Z,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-331,8772,146,477
429,51,1,0,FALSE,2019-09-22T15:30:00Z,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-166,8788,110,276
429,61,5,0,TRUE,2019-09-28T14:00:00Z,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-209,8726,105,314
429,77,14,0,FALSE,2019-10-05T14:00:00Z,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-180,8626,41,221
149,4,7,0,FALSE,2019-08-10T14:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,471674,0,0
149,15,18,0,TRUE,2019-08-17T14:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,10800,545191,27482,16682
149,21,2,0,FALSE,2019-08-23T19:00:00Z,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,8273,569116,28211,19938
149,35,20,0,TRUE,2019-09-01T13:00:00Z,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,11665,594599,29065,17400
149,42,3,0,FALSE,2019-09-15T13:00:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,17801,623572,32213,14412
149,55,15,0,TRUE,2019-09-21T14:00:00Z,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,8799,635887,17929,9130
149,65,11,0,TRUE,2019-09-28T16:30:00Z,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2340,641030,13744,11404
149,73,5,0,FALSE,2019-10-05T14:00:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-4176,637592,5284,9460
57,7,18,3,FALSE,2019-08-10T14:00:00Z,0,3,1,90,0,0,1,0,0,0,0,0,0,0,0,11,14.8,11.3,0.0,2.6,45,0,170109,0,0
57,13,19,2,TRUE,2019-08-17T14:00:00Z,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,16,22.6,2.6,15.0,4.0,45,29557,231064,46998,17441
57,23,16,2,TRUE,2019-08-24T14:00:00Z,0,2,3,77,0,0,0,1,0,0,0,0,0,0,0,18,7.6,3.3,0.0,1.1,45,-12751,218446,12441,25192
57,37,11,2,FALSE,2019-08-31T14:00:00Z,4,0,4,90,0,0,0,4,0,0,0,0,0,0,0,10,8.2,1.8,4.0,1.4,45,-18060,202499,8200,26260
57,43,5,2,TRUE,2019-09-14T14:00:00Z,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,17,19.8,7.8,18.0,4.6,45,-5228,200872,14580,19808
57,58,13,3,FALSE,2019-09-21T16:30:00Z,0,0,6,90,0,0,1,0,0,0,0,0,0,0,0,16,20.0,25.6,9.0,5.5,45,-4268,197695,9440,13708
57,63,6,2,FALSE,2019-09-28T14:00:00Z,2,0,7,90,0,0,0,2,0,0,0,0,0,0,0,13,20.2,2.7,7.0,3.0,45,-3568,195299,10510,14078
57,72,17,2,TRUE,2019-10-05T11:30:00Z,3,0,8,89,0,0,1,0,0,0,0,1,0,0,0,9,4.8,4.0,8.0,1.7,45,3528,199779,14706,11178
308,3,5,1,FALSE,2019-08-10T14:00:00Z,3,0,1,72,0,0,0,2,0,0,0,0,0,0,0,10,10.6,0.1,2.0,1.3,45,0,7817,0,0
308,19,10,0,TRUE,2019-08-17T14:00:00Z,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-672,8284,154,826
308,23,4,0,FALSE,2019-08-24T14:00:00Z,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-755,7898,111,866
308,39,12,0,TRUE,2019-08-31T11:30:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-587,7644,112,699
308,47,15,0,FALSE,2019-09-14T14:00:00Z,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-289,7668,366,655
308,59,3,0,TRUE,2019-09-20T19:00:00Z,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-310,7504,127,437
308,69,17,0,FALSE,2019-09-28T14:00:00Z,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-399,7210,105,504
308,78,6,0,TRUE,2019-10-06T13:00:00Z,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-288,7003,69,357
214,8,19,20,FALSE,2019-08-10T11:30:00Z,0,5,1,90,3,0,1,0,0,0,0,1,0,0,3,55,103.6,12.7,74.0,19.0,120,0,1768195,0,0
214,16,17,6,TRUE,2019-08-17T16:30:00Z,2,2,2,90,1,0,0,2,0,0,0,1,0,0,0,20,44.4,30.6,122.0,19.7,121,287873,2358491,314059,26186
214,22,3,8,FALSE,2019-08-25T13:00:00Z,1,3,3,90,1,0,0,1,0,0,0,0,0,0,1,30,43.2,12.8,65.0,12.1,122,331963,2784422,360262,28299
214,37,4,3,TRUE,2019-08-31T14:00:00Z,4,0,4,90,0,0,1,0,0,0,0,0,0,0,0,12,5.0,14.5,10.0,3.0,123,257923,3117805,285573,27650
214,46,14,2,FALSE,2019-09-14T16:30:00Z,3,2,5,90,0,0,0,3,0,0,0,0,0,0,0,19,20.4,57.8,95.0,17.3,123,-53559,3082372,97908,151467
214,57,18,0,TRUE,2019-09-21T14:00:00Z,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,122,-113776,2983608,47865,161641
214,65,8,7,FALSE,2019-09-28T16:30:00Z,1,3,7,85,1,0,0,1,0,0,0,0,0,0,0,20,46.2,52.3,76.0,17.5,121,-389049,2594274,28794,417843
214,75,20,2,TRUE,2019-10-06T13:00:00Z,0,2,8,90,0,0,0,2,0,0,0,0,0,0,0,11,12.0,18.1,49.0,7.9,121,30421,2660322,114576,84155
58,2,15,2,TRUE,2019-08-10T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,12,14.2,0.1,4.0,1.8,50,0,11475,0,0
58,12,2,2,FALSE,2019-08-17T14:00:00Z,1,2,2,90,0,0,0,1,0,0,0,0,0,0,0,11,28.8,0.1,0.0,2.9,50,-495,14443,865,1360
58,22,11,1,TRUE,2019-08-25T13:00:00Z,1,3,3,90,0,0,0,3,0,0,0,0,0,0,0,13,23.6,10.7,0.0,3.4,50,-830,14425,787,1617
58,36,9,1,FALSE,2019-08-31T14:00:00Z,3,1,4,90,0,0,0,3,0,0,0,0,0,0,0,17,25.4,0.2,0.0,2.6,50,-350,14760,1006,1356
58,42,8,2,TRUE,2019-09-15T13:00:00Z,3,1,5,90,0,0,0,1,0,0,0,0,0,0,0,14,26.6,10.3,4.0,4.1,50,-11,15435,1421,1432
58,59,16,2,FALSE,2019-09-20T19:00:00Z,1,3,6,90,0,0,0,1,0,0,0,0,0,0,0,14,30.6,0.0,0.0,3.1,50,194,16108,1137,943
58,62,19,0,TRUE,2019-09-28T14:00:00Z,2,2,7,90,0,0,0,2,0,0,0,1,0,0,0,12,20.0,0.0,0.0,2.0,50,85,16621,1274,1189
58,71,1,2,FALSE,2019-10-06T13:00:00Z,1,0,8,90,0,0,0,1,0,0,0,0,0,0,0,15,21.2,0.3,4.0,2.6,50,-866,15929,495,1361
291,2,3,2,FALSE,2019-08-10T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,11,10.2,3.1,2.0,1.5,50,0,21696,0,0
291,18,7,7,TRUE,2019-08-18T13:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,1,27,16.4,13.2,20.0,5.0,50,-1365,22171,769,2134
291,27,9,1,TRUE,2019-08-24T14:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,0,0,14,19.4,3.8,0.0,2.3,50,1844,26165,4569,2725
291,33,6,5,FALSE,2019-08-31T14:00:00Z,2,2,4,90,0,1,0,2,0,0,0,0,0,0,1,23,28.2,12.3,3.0,4.4,50,-2128,24331,869,2997
291,47,16,2,TRUE,2019-09-14T14:00:00Z,0,1,5,90,0,0,0,1,0,0,0,0,0,0,0,12,9.4,23.7,22.0,5.5,50,5167,31586,7617,2450
291,55,8,8,FALSE,2019-09-21T14:00:00Z,0,2,6,90,0,0,1,0,0,0,0,0,0,0,2,32,23.6,1.7,2.0,2.7,50,-75,31708,2733,2808
291,68,10,2,TRUE,2019-09-28T11:30:00Z,0,1,7,90,0,0,0,1,0,0,0,0,0,0,0,19,19.6,47.4,0.0,6.7,50,3864,37055,7039,3175
291,79,18,6,FALSE,2019-10-05T14:00:00Z,0,0,8,90,0,0,1,0,0,0,0,0,0,0,0,27,12.0,7.7,1.0,2.1,50,5584,44322,7975,2391
285,1,10,1,FALSE,2019-08-09T19:00:00Z,4,1,1,57,0,0,0,4,0,0,0,0,0,0,0,1,1.6,0.4,19.0,2.1,55,0,6865,0,0
285,17,13,3,TRUE,2019-08-17T14:00:00Z,3,1,2,83,0,0,1,0,0,0,0,0,0,0,0,12,11.6,18.8,23.0,5.3,55,592,8988,1687,1095
285,26,6,1,TRUE,2019-08-24T11:30:00Z,2,3,3,80,0,0,0,3,0,0,0,1,0,0,0,1,0.0,1.6,0.0,0.1,55,-702,8656,783,1485
285,40,19,2,FALSE,2019-08-31T14:00:00Z,2,0,4,76,0,0,0,2,0,0,0,0,0,0,0,6,10.2,5.5,35.0,5.1,55,-1059,7950,663,1722
285,46,11,2,TRUE,2019-09-14T16:30:00Z,3,2,5,88,0,0,0,2,0,0,0,0,0,0,0,8,7.6,14.6,6.0,2.8,55,-902,7395,308,1210
285,52,5,2,FALSE,2019-09-21T14:00:00Z,2,0,6,74,0,0,0,2,0,0,0,0,0,0,0,8,9.6,17.9,4.0,3.2,54,94,7722,842,748
285,64,7,1,FALSE,2019-09-28T14:00:00Z,2,0,7,65,0,0,0,1,0,0,0,1,0,0,0,5,2.8,12.1,23.0,3.8,54,-386,7434,461,847
285,77,2,2,TRUE,2019-10-05T14:00:00Z,1,5,8,75,0,0,0,4,0,0,0,0,0,0,0,10,11.0,11.6,89.0,11.2,54,-281,7262,364,645
207,8,19,6,FALSE,2019-08-10T11:30:00Z,0,5,1,90,0,0,1,0,0,0,0,0,0,0,0,33,18.8,0.8,0.0,2.0,55,0,194117,0,0
207,16,17,0,TRUE,2019-08-17T16:30:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,3891,235331,20164,16273
207,22,3,0,FALSE,2019-08-25T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-71167,163661,2062,73229
207,37,4,0,TRUE,2019-08-31T14:00:00Z,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-52611,113034,400,53011
207,46,14,1,FALSE,2019-09-14T16:30:00Z,3,2,5,90,0,0,0,3,0,0,0,0,0,0,0,17,14.4,16.5,2.0,3.3,54,-9733,105831,6618,16351
207,57,18,0,TRUE,2019-09-21T14:00:00Z,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-13703,93341,4968,18671
207,65,8,0,FALSE,2019-09-28T16:30:00Z,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-15459,77978,57,15516
207,75,20,0,TRUE,2019-10-06T13:00:00Z,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-5929,72388,54,5983
365,7,4,1,TRUE,2019-08-10T14:00:00Z,0,3,1,15,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,50,0,47746,0,0
365,15,8,0,FALSE,2019-08-17T14:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-3806,50128,3828,7634
365,29,19,0,TRUE,2019-08-24T14:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-5720,46147,3094,8814
365,38,13,1,FALSE,2019-08-31T14:00:00Z,1,1,4,19,0,0,0,0,0,0,0,0,0,0,0,4,5.2,12.3,17.0,3.5,49,-4614,43398,3127,7741
365,49,1,0,TRUE,2019-09-15T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1847,43131,3595,5442
365,57,11,0,FALSE,2019-09-21T14:00:00Z,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-3633,39902,1200,4833
365,70,20,0,FALSE,2019-09-28T14:00:00Z,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-6161,33694,51,6212
365,79,15,0,TRUE,2019-10-05T14:00:00Z,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-3120,30751,81,3201
80,2,15,0,TRUE,2019-08-10T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,3616,0,0
80,12,2,1,FALSE,2019-08-17T14:00:00Z,1,2,2,45,0,0,0,1,0,0,0,0,0,0,0,3,4.4,1.4,0.0,0.6,50,-532,3803,184,716
80,22,11,0,TRUE,2019-08-25T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-454,3538,146,600
80,36,9,1,FALSE,2019-08-31T14:00:00Z,3,1,4,11,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.8,0.0,0.3,49,-361,3331,94,455
80,42,8,0,TRUE,2019-09-15T13:00:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-216,3249,87,303
80,59,16,1,FALSE,2019-09-20T19:00:00Z,1,3,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,48,-142,3186,73,215
80,62,19,0,TRUE,2019-09-28T14:00:00Z,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-120,3154,101,221
80,71,1,0,FALSE,2019-10-06T13:00:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-154,3036,45,199
71,2,15,0,TRUE,2019-08-10T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,54600,0,0
71,12,2,0,FALSE,2019-08-17T14:00:00Z,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-12313,44378,1966,14279
71,22,11,0,TRUE,2019-08-25T13:00:00Z,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-6275,39010,1512,7787
71,36,9,0,FALSE,2019-08-31T14:00:00Z,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,1029,42903,9584,8555
71,42,8,0,TRUE,2019-09-15T13:00:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,6617,52307,17634,11017
71,59,16,0,FALSE,2019-09-20T19:00:00Z,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2885,48153,2980,5865
71,62,19,0,TRUE,2019-09-28T14:00:00Z,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2974,45605,2317,5291
71,71,1,0,FALSE,2019-10-06T13:00:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2096,43700,1062,3158
240,9,6,0,TRUE,2019-08-11T15:30:00Z,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,70,0,68707,0,0
